service,month,isrc,product,song_name,artist,album,label,file_name,country,total,royality,userid
Apple,Apr/23,INK782200261,,Barood Se Itna 2 Naam Ka bawaal (feat. Harendra Nagar),Abhishek Sikheda,,Abhishek Sikheda Official,Apple,IN,1,0.0721008378,28
Apple,Apr/23,INK782201638,,Wajah,Akay Dhariwal  Aakash,,Akay Dhariwal,Apple,CA,1,0.3380182338,105
Apple,Apr/23,INK782201678,,Kaam Bhaari,Akay Dhariwal,,Akay Dhariwal,Apple,CA,1,0.2131011408,105
Apple,Apr/23,INK782201637,,Badnaam,Akay Dhariwal  Aakash,,Akay Dhariwal,Apple,CA,1,0.2931841284,105
Apple,Apr/23,INK782201638,,Wajah,Akay Dhariwal  Aakash,,Akay Dhariwal,Apple,CH,1,0.689999391,105
Apple,Apr/23,INK782201638,,Wajah,Akay Dhariwal  Aakash,,Akay Dhariwal,Apple,FI,1,0.2936395572,105
Apple,Apr/23,INK782201678,,Kaam Bhaari,Akay Dhariwal,,Akay Dhariwal,Apple,GB,1,0.4746474192,105
Apple,Apr/23,INK782201678,,Kaam Bhaari,Akay Dhariwal,,Akay Dhariwal,Apple,GB,1,0.5958716316,105
Apple,Apr/23,INK782201638,,Wajah,Akay Dhariwal  Aakash,,Akay Dhariwal,Apple,IN,1,0.0723356214,105
Apple,Apr/23,INK782201678,,Kaam Bhaari,Akay Dhariwal,,Akay Dhariwal,Apple,JP,1,0.1013908422,105
Apple,Apr/23,INK782201678,,Kaam Bhaari,Akay Dhariwal,,Akay Dhariwal,Apple,NZ,1,0.1300640028,105
Apple,Apr/23,INK782201678,,Kaam Bhaari,Akay Dhariwal,,Akay Dhariwal,Apple,SG,1,0.2669484366,105
Apple,Apr/23,INK782201641,,Dalli,Akay Dhariwal  Aakash,,Akay Dhariwal,Apple,US,1,0.2426716248,105
Apple,Apr/23,INK782201678,,Kaam Bhaari,Akay Dhariwal,,Akay Dhariwal,Apple,US,1,0.2426716248,105
Apple,Apr/23,INK782201678,,Kaam Bhaari,Akay Dhariwal,,Akay Dhariwal,Apple,ZA,1,0.0947612574,105
Apple,Apr/23,INK782200451,,Pyar Alfaaz,Sukhjinder Alfaaz,,Alap Audios Entertainment,Apple,AU,1,0.3410512248,40
Apple,Apr/23,INK782200451,,Pyar Alfaaz,Sukhjinder Alfaaz,,Alap Audios Entertainment,Apple,CA,1,0.260161491,40
Apple,Apr/23,INK782200451,,Pyar Alfaaz,Sukhjinder Alfaaz,,Alap Audios Entertainment,Apple,CA,2,0.507027351,40
Apple,Apr/23,INK782200488,,Jo Din Aave So Din Jaahi,Bhai Manjit Singh  Bhai Amarjit Singh,,Alap Audios Entertainment,Apple,CA,1,0.2718492786,40
Apple,Apr/23,INK782200451,,Pyar Alfaaz,Sukhjinder Alfaaz,,Alap Audios Entertainment,Apple,CA,3,1.5186393666,40
Apple,Apr/23,INK782200451,,Pyar Alfaaz,Sukhjinder Alfaaz,,Alap Audios Entertainment,Apple,CA,1,0.3144880584,40
Apple,Apr/23,INK782201365,,Pyar Ho Gaya,Ruhi Behal,,Alap Audios Entertainment,Apple,CA,1,1.501169526,40
Apple,Apr/23,INK782201365,,Pyar Ho Gaya,Ruhi Behal,,Alap Audios Entertainment,Apple,GB,1,0.4304760222,40
Apple,Apr/23,INK782201365,,Pyar Ho Gaya,Ruhi Behal,,Alap Audios Entertainment,Apple,GB,1,0.5869228914,40
Apple,Apr/23,INK782200425,,Channa,Ruhi Behal,,Alap Audios Entertainment,Apple,GB,1,0.5958716316,40
Apple,Apr/23,INK782201365,,Pyar Ho Gaya,Ruhi Behal,,Alap Audios Entertainment,Apple,GB,5,4.7669730522,40
Apple,Apr/23,INK782200451,,Pyar Alfaaz,Sukhjinder Alfaaz,,Alap Audios Entertainment,Apple,IN,1,0.0652957176,40
Apple,Apr/23,INK782200451,,Pyar Alfaaz,Sukhjinder Alfaaz,,Alap Audios Entertainment,Apple,IN,5,0.2611828692,40
Apple,Apr/23,INK782200451,,Pyar Alfaaz,Sukhjinder Alfaaz,,Alap Audios Entertainment,Apple,IN,3,0.2875302642,40
Apple,Apr/23,INK782200451,,Pyar Alfaaz,Sukhjinder Alfaaz,,Alap Audios Entertainment,Apple,IN,4,0.40254237,40
Apple,Apr/23,INK782200451,,Pyar Alfaaz,Sukhjinder Alfaaz,,Alap Audios Entertainment,Apple,IN,2,0.2318653296,40
Apple,Apr/23,INK782201365,,Pyar Ho Gaya,Ruhi Behal,,Alap Audios Entertainment,Apple,IN,1,0.0579663324,40
Apple,Apr/23,INK782200451,,Pyar Alfaaz,Sukhjinder Alfaaz,,Alap Audios Entertainment,Apple,IN,1,0.0624556068,40
Apple,Apr/23,INK782201365,,Pyar Ho Gaya,Ruhi Behal,,Alap Audios Entertainment,Apple,US,1,0.1392929226,40
Apple,Apr/23,INK782200488,,Jo Din Aave So Din Jaahi,Bhai Manjit Singh  Bhai Amarjit Singh,,Alap Audios Entertainment,Apple,US,1,0.2426716248,40
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,CA,3,0.6504037278,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,CA,2,0.6393034218,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,CA,1,0.3037278732,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,CA,1,0.607455747,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,ES,1,0.319628553,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,IN,50,1.9502908152,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,IN,3,0.1174873986,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,IN,2,0.0979435758,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,IN,34,1.8282800862,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,IN,1,0.0721008378,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,IN,14,1.158195558,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,IN,10,0.9157128372,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,IN,9,0.8625907926,39
Apple,Apr/23,INK782201397,,Titli,Sumit Ghanghas,,Aman Digital,Apple,IN,1,0.1150121058,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,IN,76,7.361724216,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,IN,17,1.6230573078,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,IN,8,0.8119228848,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,IN,11,1.3020411876,39
Apple,Apr/23,INK782200460,,Jaat,Addy B.,,Aman Digital,Apple,NZ,1,0.4018346778,39
Apple,Apr/23,INK782201008,,Gebi Shab Teri Aarti Gau (feat . Vikas Roopgarh) (feat. Vikas Roopgarh),Manjeet Ridhal,,Andy Roopgarhiye,Apple,AU,1,0.1615383096,77
Apple,Apr/23,INK782201008,,Gebi Shab Teri Aarti Gau (feat . Vikas Roopgarh) (feat. Vikas Roopgarh),Manjeet Ridhal,,Andy Roopgarhiye,Apple,AU,1,0.1783705596,77
Apple,Apr/23,INK782201008,,Gebi Shab Teri Aarti Gau (feat . Vikas Roopgarh) (feat. Vikas Roopgarh),Manjeet Ridhal,,Andy Roopgarhiye,Apple,AU,1,0.2178867144,77
Apple,Apr/23,INK782201065,,Gebi Shab roopgarh aala,Surender Romio,,Andy Roopgarhiye,Apple,AU,1,0.4357734288,77
Apple,Apr/23,INK782201008,,Gebi Shab Teri Aarti Gau (feat . Vikas Roopgarh) (feat. Vikas Roopgarh),Manjeet Ridhal,,Andy Roopgarhiye,Apple,AU,1,0.682102449,77
Apple,Apr/23,INK782201008,,Gebi Shab Teri Aarti Gau (feat . Vikas Roopgarh) (feat. Vikas Roopgarh),Manjeet Ridhal,,Andy Roopgarhiye,Apple,CA,1,0.150735354,77
Apple,Apr/23,INK782201008,,Gebi Shab Teri Aarti Gau (feat . Vikas Roopgarh) (feat. Vikas Roopgarh),Manjeet Ridhal,,Andy Roopgarhiye,Apple,GB,1,0.5958716316,77
Apple,Apr/23,INK782201008,,Gebi Shab Teri Aarti Gau (feat . Vikas Roopgarh) (feat. Vikas Roopgarh),Manjeet Ridhal,,Andy Roopgarhiye,Apple,IN,1,0.0234974796,77
Apple,Apr/23,INK782201008,,Gebi Shab Teri Aarti Gau (feat . Vikas Roopgarh) (feat. Vikas Roopgarh),Manjeet Ridhal,,Andy Roopgarhiye,Apple,IN,5,0.2611828692,77
Apple,Apr/23,INK782201008,,Gebi Shab Teri Aarti Gau (feat . Vikas Roopgarh) (feat. Vikas Roopgarh),Manjeet Ridhal,,Andy Roopgarhiye,Apple,IN,1,0.0721008378,77
Apple,Apr/23,INK782201008,,Gebi Shab Teri Aarti Gau (feat . Vikas Roopgarh) (feat. Vikas Roopgarh),Manjeet Ridhal,,Andy Roopgarhiye,Apple,IN,3,0.241290741,77
Apple,Apr/23,INK782201008,,Gebi Shab Teri Aarti Gau (feat . Vikas Roopgarh) (feat. Vikas Roopgarh),Manjeet Ridhal,,Andy Roopgarhiye,Apple,IN,17,1.6101694794,77
Apple,Apr/23,INK782201008,,Gebi Shab Teri Aarti Gau (feat . Vikas Roopgarh) (feat. Vikas Roopgarh),Manjeet Ridhal,,Andy Roopgarhiye,Apple,IN,8,0.7535623218,77
Apple,Apr/23,INK782201135,,Gebi Shab,Surender Romio,,Andy Roopgarhiye,Apple,IN,1,0.0579663324,77
Apple,Apr/23,INK782201008,,Gebi Shab Teri Aarti Gau (feat . Vikas Roopgarh) (feat. Vikas Roopgarh),Manjeet Ridhal,,Andy Roopgarhiye,Apple,IN,4,0.5063493504,77
Apple,Apr/23,INK782200790,,Swarg Ki Hoor (feat. Ankit Sadullapur  Sourabh Kapasiya),Harendra Nagar,,Ankit Gujjar Sadullapur,Apple,GB,2,1.700052513,63
Apple,Apr/23,INK782200790,,Swarg Ki Hoor (feat. Ankit Sadullapur  Sourabh Kapasiya),Harendra Nagar,,Ankit Gujjar Sadullapur,Apple,GB,1,0.5958716316,63
Apple,Apr/23,INK782201080,,Gujjar Ka Yudh (feat. Ankit Gujjar Sadullapur),Mahesh Nagar,,Ankit Gujjar Sadullapur,Apple,IN,5,0.1879798374,63
Apple,Apr/23,INK782201080,,Gujjar Ka Yudh (feat. Ankit Gujjar Sadullapur),Mahesh Nagar,,Ankit Gujjar Sadullapur,Apple,IN,19,1.0120836192,63
Apple,Apr/23,INK782201080,,Gujjar Ka Yudh (feat. Ankit Gujjar Sadullapur),Mahesh Nagar,,Ankit Gujjar Sadullapur,Apple,IN,1,0.0652957176,63
Apple,Apr/23,INK782201080,,Gujjar Ka Yudh (feat. Ankit Gujjar Sadullapur),Mahesh Nagar,,Ankit Gujjar Sadullapur,Apple,IN,1,0.0360504186,63
Apple,Apr/23,INK782201080,,Gujjar Ka Yudh (feat. Ankit Gujjar Sadullapur),Mahesh Nagar,,Ankit Gujjar Sadullapur,Apple,IN,1,0.0426496518,63
Apple,Apr/23,INK782201080,,Gujjar Ka Yudh (feat. Ankit Gujjar Sadullapur),Mahesh Nagar,,Ankit Gujjar Sadullapur,Apple,IN,2,0.1930325928,63
Apple,Apr/23,INK782201080,,Gujjar Ka Yudh (feat. Ankit Gujjar Sadullapur),Mahesh Nagar,,Ankit Gujjar Sadullapur,Apple,IN,5,0.4578564186,63
Apple,Apr/23,INK782201080,,Gujjar Ka Yudh (feat. Ankit Gujjar Sadullapur),Mahesh Nagar,,Ankit Gujjar Sadullapur,Apple,IN,42,4.0254236982,63
Apple,Apr/23,INK782201080,,Gujjar Ka Yudh (feat. Ankit Gujjar Sadullapur),Mahesh Nagar,,Ankit Gujjar Sadullapur,Apple,IN,1,0.0575060526,63
Apple,Apr/23,INK782201080,,Gujjar Ka Yudh (feat. Ankit Gujjar Sadullapur),Mahesh Nagar,,Ankit Gujjar Sadullapur,Apple,IN,14,1.3332256458,63
Apple,Apr/23,INK782201080,,Gujjar Ka Yudh (feat. Ankit Gujjar Sadullapur),Mahesh Nagar,,Ankit Gujjar Sadullapur,Apple,IN,2,0.1738989972,63
Apple,Apr/23,INK782201080,,Gujjar Ka Yudh (feat. Ankit Gujjar Sadullapur),Mahesh Nagar,,Ankit Gujjar Sadullapur,Apple,IN,1,0.0624556068,63
Apple,Apr/23,INK782201080,,Gujjar Ka Yudh (feat. Ankit Gujjar Sadullapur),Mahesh Nagar,,Ankit Gujjar Sadullapur,Apple,IN,1,0.1446712428,63
Apple,Apr/23,INK782201024,,Mera Ala Baman,Raju Haryanvi  Neha Sharma,,Ankit X Sawan Team,Apple,CA,1,0.1300807458,78
Apple,Apr/23,INK782201202,,Chora Baman Ka,Vishnu Namunda  Batta Ala Sawan  Ankit Budsamiya,,Ankit X Sawan Team,Apple,CA,2,0.3902422368,78
Apple,Apr/23,INK782201064,,Rawan Raj,Batta Ala Sawan  Ankit Budsamiya,,Ankit X Sawan Team,Apple,FR,1,0.3034756704,78
Apple,Apr/23,INK782201186,,Rajput Kaum,Harsh Karnal  Deep Rajput  Aman Rajput,,Ankit X Sawan Team,Apple,IN,2,0.0704924394,78
Apple,Apr/23,INK782201229,,Jai Jai Parshuram,Vishnu Namunda  Batta Ala Sawan  Ankit Budsamiya,,Ankit X Sawan Team,Apple,IN,1,0.0234974796,78
Apple,Apr/23,INK782201272,,Na Karo Ignore,Shera Baman  Laddi Pandat,,Ankit X Sawan Team,Apple,IN,2,0.093989919,78
Apple,Apr/23,INK782201064,,Rawan Raj,Batta Ala Sawan  Ankit Budsamiya,,Ankit X Sawan Team,Apple,IN,1,0.0326478588,78
Apple,Apr/23,INK782201064,,Rawan Raj,Batta Ala Sawan  Ankit Budsamiya,,Ankit X Sawan Team,Apple,IN,1,0.0652957176,78
Apple,Apr/23,INK782201102,,Brahman Brand,Ankit Budsamiya Batta Ala Sawan,,Ankit X Sawan Team,Apple,IN,5,0.3860651862,78
Apple,Apr/23,INK782201186,,Rajput Kaum,Harsh Karnal  Deep Rajput  Aman Rajput,,Ankit X Sawan Team,Apple,IN,1,0.0482581482,78
Apple,Apr/23,INK782201186,,Rajput Kaum,Harsh Karnal  Deep Rajput  Aman Rajput,,Ankit X Sawan Team,Apple,IN,1,0.0575060526,78
Apple,Apr/23,INK782201229,,Jai Jai Parshuram,Vishnu Namunda  Batta Ala Sawan  Ankit Budsamiya,,Ankit X Sawan Team,Apple,IN,6,0.5750605284,78
Apple,Apr/23,INK782201250,,Baman Ki Barat,RDX,,Ankit X Sawan Team,Apple,US,1,0.11526165,78
Apple,Apr/23,INK782201250,,Baman Ki Barat,RDX,,Ankit X Sawan Team,Apple,US,1,0.2426716248,78
Apple,Apr/23,INK782201146,,Lori Sunaye Gora Maiya (Dj Remix),Shahnaz Akhtar,,Bhakti Mala,Apple,US,1,0.2632235232,63
Apple,Apr/23,INK782200398,,JOOTHA DHONG (feat. Raj Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,AU,1,0.4357734288,39
Apple,Apr/23,INK782200384,,Bamboo Kaat (feat. Ral Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,AU,1,0.3410512248,39
Apple,Apr/23,INK782200398,,JOOTHA DHONG (feat. Raj Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,AU,1,0.682102449,39
Apple,Apr/23,INK782200371,,JAAT MEHAR SINGH VS BOB MARLEY (feat. Raj Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,CA,1,0.1300807458,39
Apple,Apr/23,INK782200371,,JAAT MEHAR SINGH VS BOB MARLEY (feat. Raj Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,CA,1,0.1608771378,39
Apple,Apr/23,INK782200384,,Bamboo Kaat (feat. Ral Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,CA,1,0.2718492786,39
Apple,Apr/23,INK782200371,,JAAT MEHAR SINGH VS BOB MARLEY (feat. Raj Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,GB,1,0.5958716316,39
Apple,Apr/23,INK782200371,,JAAT MEHAR SINGH VS BOB MARLEY (feat. Raj Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,IN,1,0.0469949592,39
Apple,Apr/23,INK782200371,,JAAT MEHAR SINGH VS BOB MARLEY (feat. Raj Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,IN,6,0.3264785868,39
Apple,Apr/23,INK782200371,,JAAT MEHAR SINGH VS BOB MARLEY (feat. Raj Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,IN,5,0.4343233344,39
Apple,Apr/23,INK782200371,,JAAT MEHAR SINGH VS BOB MARLEY (feat. Raj Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,IN,1,0.1046165982,39
Apple,Apr/23,INK782200371,,JAAT MEHAR SINGH VS BOB MARLEY (feat. Raj Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,IN,2,0.1716961572,39
Apple,Apr/23,INK782200371,,JAAT MEHAR SINGH VS BOB MARLEY (feat. Raj Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,IN,19,1.7826876378,39
Apple,Apr/23,INK782200371,,JAAT MEHAR SINGH VS BOB MARLEY (feat. Raj Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,IN,1,0.0575060526,39
Apple,Apr/23,INK782200371,,JAAT MEHAR SINGH VS BOB MARLEY (feat. Raj Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,IN,11,1.1013603162,39
Apple,Apr/23,INK782200371,,JAAT MEHAR SINGH VS BOB MARLEY (feat. Raj Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,IN,1,0.1446712428,39
Apple,Apr/23,INK782200371,,JAAT MEHAR SINGH VS BOB MARLEY (feat. Raj Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,NZ,1,0.2699277942,39
Apple,Apr/23,INK782200371,,JAAT MEHAR SINGH VS BOB MARLEY (feat. Raj Mawar),Chaudhary Rajdeep,,Chaudhary Rajdeep official,Apple,US,1,0.1489644042,39
Apple,Apr/23,INK782201032,,Baba Bolege Jaikara Tera Parwat Chadh Ke,Dc Sharma Salempuriya,,Dc Sharma Salempuriya,Apple,IN,1,0.0482581482,79
Apple,Apr/23,INK782200402,,Much Love,U.K. Haryanvi,,Desi feel,Apple,CA,1,0.3380182338,43
Apple,Apr/23,INK782201245,,Saah,A Jay,,Dhakad Records,Apple,AE,1,0.2974699518,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,AU,1,0.1276639896,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,AU,1,0.1783705596,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,AU,2,0.6536601432,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,AU,1,0.2668680954,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,AU,1,0.5337361908,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,AU,1,0.682102449,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,CA,17,3.6422608746,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,CA,1,0.140933691,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,CA,2,0.422801073,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,CA,1,0.1690091172,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,CA,1,0.3380182338,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,CA,2,0.6393034218,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,CA,1,0.607455747,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,CA,2,0.9111836202,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,CA,8,3.948462354,17
Apple,Apr/23,INK782200490,,VISHKANYA (feat. Babbal Ramrai Ala   Jatin Sain),Sahil Frain Ala,,Dhakad Records,Apple,CA,1,0.3037278732,17
Apple,Apr/23,INK782201245,,Saah,A Jay,,Dhakad Records,Apple,GB,1,0.259721574,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,GB,1,0.266537184,17
Apple,Apr/23,INK782200018,,Jail,Divesh Khatana,,Dhakad Records,Apple,IN,1,0.0234974796,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,IN,41,1.59782862,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,IN,1,0.0234974796,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,IN,22,0.8694067488,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,IN,38,2.0568150966,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,IN,4,0.228535011,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,IN,44,2.4159415422,17
Apple,Apr/23,INK782200732,,Pehla Tanki Kari Full,Senu Bhiwani Ala  Sahil Frain Ala,,Dhakad Records,Apple,IN,3,0.1632392934,17
Apple,Apr/23,INK782201337,,Cctv,Senu Bhiwani Ala  Sahil Frain Ala,,Dhakad Records,Apple,IN,2,0.0979435758,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,IN,1,0.0721008378,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,IN,2,0.144201675,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,IN,8,0.6273559272,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,IN,1,0.0482581482,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,IN,19,1.5442607436,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,IN,4,0.3661580934,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,IN,2,0.2092331964,17
Apple,Apr/23,INK782201337,,Cctv,Senu Bhiwani Ala  Sahil Frain Ala,,Dhakad Records,Apple,IN,1,0.0523082988,17
